time,iteration,module,variant_index,params,status,resp_len,reward,counts,values
1761285976.6620557,26,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[9, 9, 8]","[0.027999999999999997, 0.04, 0.0]"
1761285979.1367977,27,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[9, 9, 9]","[0.027999999999999997, 0.04, 0.0]"
1761285981.1636906,28,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[9, 10, 9]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285983.1378117,29,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[10, 10, 9]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285985.4891365,30,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[10, 10, 10]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285987.0321517,31,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[10, 11, 10]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285988.8834636,32,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[11, 11, 10]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285990.7021074,33,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[11, 12, 10]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285992.606767,34,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[11, 12, 11]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285994.3055968,35,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[12, 12, 11]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285996.285494,36,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[12, 13, 11]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761285998.6802683,37,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[12, 13, 12]","[0.027999999999999997, 0.04000000000000001, 0.0]"
1761286000.6559327,38,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[13, 13, 12]","[0.028, 0.04000000000000001, 0.0]"
1761286002.8932781,39,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[13, 14, 12]","[0.028, 0.04000000000000001, 0.0]"
1761286004.7568462,40,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[13, 14, 13]","[0.028, 0.04000000000000001, 0.0]"
1761286006.8681922,41,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[14, 14, 13]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286009.3562248,42,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[14, 15, 13]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286011.4905472,43,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[15, 15, 13]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286013.3196273,44,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[15, 15, 14]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286015.4195006,45,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[15, 16, 14]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286017.193554,46,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[16, 16, 14]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286019.2008204,47,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[16, 16, 15]","[0.028000000000000004, 0.04000000000000001, 0.0]"
1761286020.9260066,48,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[16, 17, 15]","[0.028000000000000004, 0.04, 0.0]"
1761286022.9535084,49,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[17, 17, 15]","[0.028000000000000004, 0.04, 0.0]"
1761286024.9837713,50,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[17, 17, 16]","[0.028000000000000004, 0.04, 0.0]"
1761286026.9817557,51,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[17, 18, 16]","[0.028000000000000004, 0.04, 0.0]"
1761286028.8149345,52,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[18, 18, 16]","[0.028000000000000004, 0.04, 0.0]"
1761286031.0100005,53,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[18, 18, 17]","[0.028000000000000004, 0.04, 0.0]"
1761286033.2488194,54,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[18, 19, 17]","[0.028000000000000004, 0.039999999999999994, 0.0]"
1761286035.2388935,55,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[19, 19, 17]","[0.028, 0.039999999999999994, 0.0]"
1761286037.7499597,56,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[19, 20, 17]","[0.028, 0.039999999999999994, 0.0]"
1761286039.5344794,57,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[19, 20, 18]","[0.028, 0.039999999999999994, 0.0]"
1761286041.307509,58,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[20, 20, 18]","[0.027999999999999997, 0.039999999999999994, 0.0]"
1761286043.0677989,59,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[20, 21, 18]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286045.5649068,60,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[20, 21, 19]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286048.049448,61,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[21, 21, 19]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286050.058396,62,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[21, 22, 19]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286052.4366064,63,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[21, 22, 20]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286054.7498453,64,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[22, 22, 20]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286056.8448741,65,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[22, 23, 20]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286059.051337,66,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[22, 23, 21]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286061.135782,67,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[23, 23, 21]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286063.5088444,68,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[23, 24, 21]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286065.2398365,69,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[23, 24, 22]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286067.3004994,70,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[24, 24, 22]","[0.027999999999999994, 0.039999999999999994, 0.0]"
1761286069.7219503,71,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[24, 25, 22]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286072.214292,72,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[25, 25, 22]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286074.5780532,73,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[25, 26, 22]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286076.1216743,74,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[25, 26, 23]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286078.0748823,75,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[25, 27, 23]","[0.027999999999999994, 0.03999999999999998, 0.0]"
1761286080.4416692,76,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[26, 27, 23]","[0.027999999999999994, 0.03999999999999998, 0.0]"
1761286082.1924598,77,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[26, 27, 24]","[0.027999999999999994, 0.03999999999999998, 0.0]"
1761286084.5235884,78,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[26, 28, 24]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286086.3270807,79,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[27, 28, 24]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286088.2858307,80,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[27, 28, 25]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286089.8624108,81,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[27, 29, 25]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286091.573614,82,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[28, 29, 25]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286093.8280764,83,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[28, 29, 26]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286096.1982021,84,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[28, 30, 26]","[0.027999999999999994, 0.03999999999999999, 0.0]"
1761286098.0821543,85,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[29, 30, 26]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286100.275335,86,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[29, 30, 27]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286101.799674,87,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[29, 31, 27]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286103.333985,88,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[30, 31, 27]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286105.4516575,89,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[30, 32, 27]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286107.1204646,90,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[30, 32, 28]","[0.027999999999999997, 0.03999999999999999, 0.0]"
1761286109.0835803,91,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[31, 32, 28]","[0.028, 0.03999999999999999, 0.0]"
1761286110.796598,92,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[31, 33, 28]","[0.028, 0.03999999999999999, 0.0]"
1761286112.3728437,93,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[31, 33, 29]","[0.028, 0.03999999999999999, 0.0]"
1761286114.3784301,94,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[32, 33, 29]","[0.028, 0.03999999999999999, 0.0]"
1761286116.5178945,95,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[32, 34, 29]","[0.028, 0.03999999999999999, 0.0]"
1761286118.2082894,96,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[33, 34, 29]","[0.028, 0.03999999999999999, 0.0]"
1761286119.9341748,97,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[33, 34, 30]","[0.028, 0.03999999999999999, 0.0]"
1761286121.7783492,98,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[33, 35, 30]","[0.028, 0.03999999999999999, 0.0]"
1761286124.140848,99,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[34, 35, 30]","[0.028, 0.03999999999999999, 0.0]"
1761286126.3376048,100,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[34, 35, 31]","[0.028, 0.03999999999999999, 0.0]"
1761286128.350089,101,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[34, 36, 31]","[0.028, 0.03999999999999999, 0.0]"
1761286129.9654996,102,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[35, 36, 31]","[0.028, 0.03999999999999999, 0.0]"
1761286131.7585049,103,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[35, 37, 31]","[0.028, 0.039999999999999994, 0.0]"
1761286133.3301346,104,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[35, 37, 32]","[0.028, 0.039999999999999994, 0.0]"
1761286135.4339337,105,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[36, 37, 32]","[0.028, 0.039999999999999994, 0.0]"
1761286137.2858756,106,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[36, 38, 32]","[0.028, 0.039999999999999994, 0.0]"
1761286138.9377234,107,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[36, 38, 33]","[0.028, 0.039999999999999994, 0.0]"
1761286140.7756386,108,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[37, 38, 33]","[0.028, 0.039999999999999994, 0.0]"
1761286143.0614192,109,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[37, 39, 33]","[0.028, 0.039999999999999994, 0.0]"
1761286145.3760579,110,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[37, 39, 34]","[0.028, 0.039999999999999994, 0.0]"
1761286147.6954465,111,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[38, 39, 34]","[0.028, 0.039999999999999994, 0.0]"
1761286149.8049629,112,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[38, 40, 34]","[0.028, 0.039999999999999994, 0.0]"
1761286151.4394808,113,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[38, 40, 35]","[0.028, 0.039999999999999994, 0.0]"
1761286153.6639493,114,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[39, 40, 35]","[0.028, 0.039999999999999994, 0.0]"
1761286158.1178463,116,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[39, 41, 35]","[0.028, 0.039999999999999994, 0.0]"
1761286159.9616292,117,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[40, 41, 35]","[0.028, 0.039999999999999994, 0.0]"
1761286161.6213534,118,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[40, 42, 35]","[0.028, 0.039999999999999994, 0.0]"
1761286164.0647357,119,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[40, 42, 36]","[0.028, 0.039999999999999994, 0.0]"
1761286166.215005,120,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,0.04,"[40, 43, 36]","[0.028, 0.039999999999999994, 0.0]"
1761286168.4807296,121,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,0.028,"[41, 43, 36]","[0.028, 0.039999999999999994, 0.0]"
1761286170.533593,122,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.0,"[41, 43, 37]","[0.028, 0.039999999999999994, 0.0]"
1761286193.4686213,1,login_form,0,"{""username"": ""lab_user_1"", ""password"": ""password1"", ""Login"": ""Login""}",200,56,2.1081355194686475,"[1, 0, 0, 0]","[2.1081355194686475, 0.0, 0.0, 0.0]"
1761286196.2642028,2,login_form,1,"{""username"": ""lab_user_2"", ""password"": ""password2"", ""Login"": ""Login""}",200,62,2.142824832013576,"[1, 1, 0, 0]","[2.1081355194686475, 2.142824832013576, 0.0, 0.0]"
1761286198.639717,3,login_form,2,"{""username"": ""normal_user"", ""password"": ""normal_pw"", ""Login"": ""Login""}",200,42,0.04108343235158744,"[1, 1, 1, 0]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 0.0]"
1761286200.7944417,4,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.009265948059745,"[1, 1, 1, 1]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.009265948059745]"
1761286203.4057143,5,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.029497941888707,"[1, 1, 1, 2]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.019381944974226]"
1761286206.0105767,6,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.029594111187477,"[1, 1, 1, 3]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.022786000378643]"
1761286208.9001505,7,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.024211129766446,"[1, 1, 1, 4]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.023142282725594]"
1761286211.7900813,8,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.030669700593481,"[1, 1, 1, 5]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0246477662991715]"
1761286214.0039287,9,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.025903029304364,"[1, 1, 1, 6]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024856976800037]"
1761286216.3805983,10,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.033404271301957,"[1, 1, 1, 7]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.02607801887174]"
1761286219.2929516,11,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.012551952332213,"[1, 1, 1, 8]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024387260554299]"
1761286221.3456552,12,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.039208280070282,"[1, 1, 1, 9]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0260340405005195]"
1761286224.1377668,13,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.008820353673217,"[1, 1, 1, 10]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.024312671817789]"
1761286226.9192162,14,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.0141585361230785,"[1, 1, 1, 11]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.0233895685728145]"
1761286229.8830695,15,login_form,3,"{""username"": ""err500_user"", ""password"": ""pw"", ""Login"": ""Login""}",500,37,5.013117807689885,"[1, 1, 1, 12]","[2.1081355194686475, 2.142824832013576, 0.04108343235158744, 5.022533588499237]"
